Accident_ID,Date_Time,Location,Weather_Condition,Road_Condition,Vehicle_Type,Accident_Severity,Number_of_Vehicles,Casualties,Traffic_Density
7efa6cd7,2024-06-21 09:00:00,Downtown,Clear,Under Construction,Bicycle,Severe,1,5,Moderate
e54e4bbb,2024-06-21 10:00:00,Residential Zone,Rain,Icy,Bicycle,Severe,4,8,High
c8a22de0,2024-06-21 11:00:00,Industrial Area,Fog,Wet,Bus,Minor,1,4,Moderate
bc282e5f,2024-06-21 12:00:00,Suburbs,Rain,Icy,Car,Moderate,2,0,Low
b175cd3a,2024-06-21 13:00:00,Suburbs,Clear,Icy,Car,Fatal,1,3,Low
565b0cb3,2024-06-21 14:00:00,Suburbs,Snow,Dry,Truck,Moderate,1,3,Low
e082c453,2024-06-21 15:00:00,Highway,Clear,Wet,Truck,Moderate,1,6,Low
8f96b223,2024-06-21 16:00:00,Industrial Area,Rain,Wet,Bicycle,Minor,4,0,Moderate
fa7cf4f4,2024-06-21 17:00:00,Downtown,Rain,Under Construction,Bicycle,Moderate,4,2,Moderate
ed8dc6ac,2024-06-21 18:00:00,Industrial Area,Storm,Wet,Bus,Fatal,3,3,Moderate
721736ab,2024-06-21 19:00:00,Residential Zone,Snow,Under Construction,Bicycle,Moderate,3,0,Moderate
37c98a96,2024-06-21 20:00:00,Industrial Area,Snow,Icy,Bus,Fatal,3,2,Moderate
a217716b,2024-06-21 21:00:00,Highway,Fog,Dry,Car,Moderate,2,3,High
3669c1c3,2024-06-21 22:00:00,Highway,Snow,Under Construction,Bicycle,Minor,2,7,Moderate
9f5924ec,2024-06-21 23:00:00,Highway,Rain,Dry,Bus,Minor,3,7,High
194a07bb,2024-06-22 00:00:00,Downtown,Clear,Dry,Car,Fatal,4,0,Low
8a153e2d,2024-06-22 01:00:00,Highway,Storm,Under Construction,Truck,Fatal,2,6,Low
5ed53ba2,2024-06-22 02:00:00,Industrial Area,Fog,Wet,Bus,Moderate,2,7,High
7957dd24,2024-06-22 03:00:00,Residential Zone,Storm,Under Construction,Bus,Fatal,1,1,High
3ef7d4c4,2024-06-22 04:00:00,Downtown,Rain,Dry,Bus,Minor,4,8,High
91e18cf9,2024-06-22 05:00:00,Industrial Area,Clear,Wet,Car,Severe,1,1,High
7168ff4c,2024-06-22 06:00:00,Highway,Rain,Wet,Truck,Fatal,2,3,Moderate
e52127e1,2024-06-22 07:00:00,Downtown,Rain,Dry,Truck,Moderate,4,0,Low
5cfe55f1,2024-06-22 08:00:00,Highway,Clear,Under Construction,Bus,Fatal,3,0,Low
a962f9dd,2024-06-22 09:00:00,Suburbs,Snow,Under Construction,Car,Minor,2,7,Moderate
4ad2d61b,2024-06-22 10:00:00,Suburbs,Snow,Dry,Truck,Moderate,2,0,High
82ba29d0,2024-06-22 11:00:00,Suburbs,Clear,Under Construction,Car,Fatal,4,4,High
df9df70e,2024-06-22 12:00:00,Industrial Area,Snow,Under Construction,Bus,Moderate,4,4,High
a5d104cd,2024-06-22 13:00:00,Downtown,Rain,Dry,Motorcycle,Fatal,4,9,Moderate
a4624789,2024-06-22 14:00:00,Highway,Storm,Under Construction,Truck,Moderate,2,3,Low
0cc28a2b,2024-06-22 15:00:00,Highway,Storm,Icy,Car,Fatal,3,8,High
b595b13e,2024-06-22 16:00:00,Residential Zone,Fog,Icy,Bus,Minor,1,3,Low
0e35bb68,2024-06-22 17:00:00,Downtown,Clear,Icy,Truck,Severe,4,8,Moderate
ea4b9e16,2024-06-22 18:00:00,Suburbs,Storm,Under Construction,Motorcycle,Fatal,3,9,Low
68d8c604,2024-06-22 19:00:00,Residential Zone,Clear,Under Construction,Car,Fatal,2,1,Moderate
fcd24ba4,2024-06-22 20:00:00,Highway,Snow,Wet,Car,Moderate,3,0,Moderate
732e2415,2024-06-22 21:00:00,Residential Zone,Storm,Under Construction,Bus,Minor,1,5,Moderate
93330b03,2024-06-22 22:00:00,Suburbs,Storm,Wet,Bus,Fatal,3,3,High
69af78d5,2024-06-22 23:00:00,Highway,Rain,Icy,Motorcycle,Fatal,3,2,Low
9bf85a7a,2024-06-23 00:00:00,Highway,Fog,Icy,Bus,Fatal,4,9,High
562ddcf1,2024-06-23 01:00:00,Downtown,Snow,Icy,Motorcycle,Fatal,2,7,Low
a6c80931,2024-06-23 02:00:00,Industrial Area,Storm,Wet,Truck,Fatal,1,3,Low
8f4d7646,2024-06-23 03:00:00,Residential Zone,Storm,Icy,Bicycle,Moderate,4,2,Moderate
063fb268,2024-06-23 04:00:00,Suburbs,Fog,Wet,Bicycle,Severe,3,6,High
08d97625,2024-06-23 05:00:00,Suburbs,Rain,Under Construction,Bicycle,Fatal,4,4,Low
3d59b92e,2024-06-23 06:00:00,Suburbs,Rain,Wet,Bicycle,Minor,1,3,Moderate
297f0746,2024-06-23 07:00:00,Industrial Area,Fog,Under Construction,Motorcycle,Fatal,4,5,Moderate
a7528756,2024-06-23 08:00:00,Downtown,Snow,Dry,Car,Minor,1,4,Moderate
00607a27,2024-06-23 09:00:00,Highway,Rain,Wet,Truck,Severe,3,9,Moderate
da73f4c9,2024-06-23 10:00:00,Industrial Area,Storm,Wet,Truck,Moderate,3,4,High
f572aa29,2024-06-23 11:00:00,Suburbs,Rain,Icy,Motorcycle,Minor,2,6,High
3f1820b4,2024-06-23 12:00:00,Suburbs,Storm,Dry,Truck,Minor,3,0,Low
a57cad4a,2024-06-23 13:00:00,Industrial Area,Storm,Icy,Bus,Moderate,2,1,High
41f78cb5,2024-06-23 14:00:00,Suburbs,Clear,Wet,Bus,Severe,4,4,High
4e16aabd,2024-06-23 15:00:00,Suburbs,Storm,Icy,Bus,Severe,4,6,Low
73cce4d6,2024-06-23 16:00:00,Industrial Area,Clear,Under Construction,Car,Moderate,1,6,High
28eed94e,2024-06-23 17:00:00,Residential Zone,Clear,Under Construction,Car,Minor,3,6,High
0283f9d5,2024-06-23 18:00:00,Downtown,Rain,Dry,Car,Fatal,3,9,Moderate
4f3a48f6,2024-06-23 19:00:00,Downtown,Snow,Under Construction,Bicycle,Fatal,1,0,Moderate
efa3c686,2024-06-23 20:00:00,Suburbs,Clear,Icy,Truck,Minor,4,8,High
72549ade,2024-06-23 21:00:00,Downtown,Storm,Dry,Motorcycle,Fatal,1,9,High
61c08e45,2024-06-23 22:00:00,Suburbs,Clear,Under Construction,Truck,Minor,3,1,Low
a1d93e39,2024-06-23 23:00:00,Highway,Fog,Under Construction,Truck,Severe,4,3,Moderate
ebd4c512,2024-06-24 00:00:00,Suburbs,Storm,Wet,Car,Fatal,4,2,Moderate
1f3f9792,2024-06-24 01:00:00,Suburbs,Snow,Under Construction,Bicycle,Minor,4,6,Moderate
c191feda,2024-06-24 02:00:00,Residential Zone,Fog,Icy,Car,Minor,2,7,Low
afddccf9,2024-06-24 03:00:00,Highway,Storm,Wet,Bus,Minor,3,1,High
9dca8ba7,2024-06-24 04:00:00,Industrial Area,Fog,Wet,Motorcycle,Moderate,4,5,Moderate
47213654,2024-06-24 05:00:00,Industrial Area,Storm,Dry,Bus,Severe,3,6,Moderate
6b910256,2024-06-24 06:00:00,Suburbs,Rain,Under Construction,Bicycle,Moderate,4,3,Low
39c4bd71,2024-06-24 07:00:00,Highway,Snow,Dry,Motorcycle,Moderate,4,9,High
38bc91d7,2024-06-24 08:00:00,Industrial Area,Snow,Icy,Truck,Severe,4,1,High
b794250a,2024-06-24 09:00:00,Highway,Rain,Dry,Car,Moderate,2,3,Low
ad852333,2024-06-24 10:00:00,Downtown,Snow,Under Construction,Bicycle,Minor,4,2,Moderate
74e79f9a,2024-06-24 11:00:00,Industrial Area,Clear,Icy,Motorcycle,Severe,1,5,Low
1d23e1fd,2024-06-24 12:00:00,Industrial Area,Snow,Icy,Car,Moderate,2,7,Low
d09e0b74,2024-06-24 13:00:00,Industrial Area,Snow,Under Construction,Truck,Severe,3,0,High
808c3540,2024-06-24 14:00:00,Industrial Area,Snow,Dry,Car,Minor,4,7,Moderate
b318b39a,2024-06-24 15:00:00,Suburbs,Rain,Wet,Motorcycle,Minor,3,0,Low
2074749d,2024-06-24 16:00:00,Residential Zone,Rain,Dry,Bus,Severe,1,7,Moderate
3f386ebf,2024-06-24 17:00:00,Residential Zone,Rain,Icy,Car,Severe,3,5,Moderate
81484c1b,2024-06-24 18:00:00,Industrial Area,Clear,Wet,Bus,Fatal,4,5,Low
8bcecbe2,2024-06-24 19:00:00,Highway,Clear,Wet,Bus,Severe,4,0,High
0efc57f5,2024-06-24 20:00:00,Downtown,Rain,Icy,Bus,Moderate,3,2,High
506b175a,2024-06-24 21:00:00,Highway,Clear,Wet,Car,Moderate,1,2,High
374e6b83,2024-06-24 22:00:00,Downtown,Fog,Dry,Car,Severe,2,5,Moderate
6f961ae4,2024-06-24 23:00:00,Industrial Area,Snow,Under Construction,Bicycle,Fatal,2,8,Moderate
f7f9e8da,2024-06-25 00:00:00,Residential Zone,Fog,Under Construction,Bus,Minor,3,0,High
ba7b4929,2024-06-25 01:00:00,Highway,Fog,Icy,Bus,Moderate,1,2,Low
bbb3f090,2024-06-25 02:00:00,Suburbs,Clear,Dry,Bicycle,Fatal,2,3,High
2e245580,2024-06-25 03:00:00,Downtown,Rain,Under Construction,Truck,Moderate,3,2,Low
7dc95079,2024-06-25 04:00:00,Industrial Area,Rain,Wet,Bicycle,Severe,1,0,Low
4488a41d,2024-06-25 05:00:00,Residential Zone,Clear,Under Construction,Truck,Minor,1,4,High
78626ff1,2024-06-25 06:00:00,Industrial Area,Snow,Under Construction,Truck,Fatal,4,1,Low
12ea366f,2024-06-25 07:00:00,Downtown,Rain,Wet,Car,Minor,1,4,High
e9944c36,2024-06-25 08:00:00,Industrial Area,Storm,Icy,Bus,Moderate,2,5,Moderate
54870e22,2024-06-25 09:00:00,Downtown,Snow,Wet,Truck,Minor,3,7,High
8e2de112,2024-06-25 10:00:00,Highway,Fog,Under Construction,Bicycle,Moderate,3,4,Moderate
01681301,2024-06-25 11:00:00,Industrial Area,Rain,Icy,Car,Severe,4,1,Moderate
83066c0d,2024-06-25 12:00:00,Downtown,Rain,Icy,Car,Moderate,1,2,Low
a6cc4450,2024-06-25 13:00:00,Highway,Rain,Dry,Truck,Minor,2,7,High
e41ef03f,2024-06-25 14:00:00,Industrial Area,Snow,Wet,Bicycle,Moderate,2,1,Low
c41b8913,2024-06-25 15:00:00,Highway,Snow,Under Construction,Car,Severe,3,8,Moderate
981eb118,2024-06-25 16:00:00,Downtown,Storm,Icy,Truck,Minor,3,1,Low
6155839c,2024-06-25 17:00:00,Suburbs,Rain,Dry,Bus,Severe,2,0,Moderate
a3177692,2024-06-25 18:00:00,Industrial Area,Rain,Dry,Motorcycle,Moderate,4,2,Moderate
fe09943e,2024-06-25 19:00:00,Highway,Rain,Wet,Bus,Fatal,4,0,Moderate
ab7d29e7,2024-06-25 20:00:00,Industrial Area,Snow,Under Construction,Truck,Minor,2,8,Low
81e0b1f4,2024-06-25 21:00:00,Highway,Fog,Dry,Bus,Severe,4,9,High
5e8e013a,2024-06-25 22:00:00,Highway,Rain,Under Construction,Bicycle,Severe,3,6,Moderate
13ca6268,2024-06-25 23:00:00,Suburbs,Rain,Dry,Bicycle,Moderate,2,0,High
c03f1f7b,2024-06-26 00:00:00,Residential Zone,Fog,Dry,Car,Fatal,2,6,Moderate
cfb7796e,2024-06-26 01:00:00,Residential Zone,Snow,Icy,Bus,Severe,3,8,Low
6eadff58,2024-06-26 02:00:00,Residential Zone,Snow,Under Construction,Motorcycle,Minor,3,8,High
1a79542f,2024-06-26 03:00:00,Residential Zone,Snow,Dry,Truck,Minor,2,5,Moderate
5f8bd640,2024-06-26 04:00:00,Suburbs,Snow,Wet,Bicycle,Fatal,4,3,Moderate
8fbe941a,2024-06-26 05:00:00,Industrial Area,Clear,Under Construction,Bicycle,Moderate,4,2,High
27c54a7f,2024-06-26 06:00:00,Industrial Area,Storm,Icy,Motorcycle,Moderate,3,4,Low
70fd385d,2024-06-26 07:00:00,Downtown,Snow,Wet,Motorcycle,Severe,3,3,Low
27e4a125,2024-06-26 08:00:00,Highway,Rain,Under Construction,Bus,Fatal,3,1,Moderate
7eb1d63d,2024-06-26 09:00:00,Residential Zone,Fog,Icy,Bus,Moderate,4,2,Low
ef1e3b54,2024-06-26 10:00:00,Downtown,Clear,Dry,Motorcycle,Moderate,2,7,Low
16afb29f,2024-06-26 11:00:00,Residential Zone,Clear,Under Construction,Bus,Severe,4,2,Moderate
6566c8cb,2024-06-26 12:00:00,Industrial Area,Fog,Dry,Bus,Fatal,3,1,High
f053c319,2024-06-26 13:00:00,Residential Zone,Fog,Under Construction,Car,Severe,2,7,High
9e891453,2024-06-26 14:00:00,Suburbs,Clear,Wet,Motorcycle,Moderate,4,2,High
d65cfaad,2024-06-26 15:00:00,Downtown,Clear,Wet,Bus,Minor,1,0,Low
ef340a20,2024-06-26 16:00:00,Highway,Fog,Wet,Motorcycle,Minor,3,0,Moderate
97a33a3c,2024-06-26 17:00:00,Downtown,Clear,Icy,Bus,Moderate,1,4,Moderate
fc816020,2024-06-26 18:00:00,Residential Zone,Snow,Dry,Truck,Minor,1,6,Low
26e3458d,2024-06-26 19:00:00,Highway,Storm,Icy,Bus,Minor,1,7,High
e743b934,2024-06-26 20:00:00,Highway,Fog,Dry,Bicycle,Moderate,3,1,High
64d23795,2024-06-26 21:00:00,Suburbs,Snow,Icy,Motorcycle,Moderate,4,7,High
22210d91,2024-06-26 22:00:00,Industrial Area,Rain,Icy,Motorcycle,Fatal,3,6,Low
dbc39b1f,2024-06-26 23:00:00,Downtown,Snow,Dry,Car,Moderate,4,2,Moderate
2b988817,2024-06-27 00:00:00,Industrial Area,Clear,Under Construction,Bicycle,Minor,2,0,High
3d2e808e,2024-06-27 01:00:00,Downtown,Clear,Icy,Bus,Minor,2,3,Low
9f40a849,2024-06-27 02:00:00,Industrial Area,Fog,Wet,Bus,Moderate,3,7,Low
5f41d488,2024-06-27 03:00:00,Suburbs,Clear,Icy,Motorcycle,Severe,4,4,Low
228a1dd2,2024-06-27 04:00:00,Suburbs,Clear,Dry,Car,Fatal,4,9,High
1c7f3429,2024-06-27 05:00:00,Highway,Rain,Dry,Car,Fatal,4,9,Moderate
67ac20fb,2024-06-27 06:00:00,Suburbs,Clear,Under Construction,Bus,Fatal,3,1,Moderate
e123a42b,2024-06-27 07:00:00,Suburbs,Clear,Under Construction,Motorcycle,Severe,2,0,High
a9d27c4e,2024-06-27 08:00:00,Downtown,Rain,Wet,Motorcycle,Severe,3,9,Moderate
5022e7b7,2024-06-27 09:00:00,Residential Zone,Clear,Icy,Motorcycle,Fatal,1,1,High
b516e108,2024-06-27 10:00:00,Industrial Area,Storm,Icy,Truck,Severe,4,1,Low
c4838224,2024-06-27 11:00:00,Industrial Area,Snow,Under Construction,Car,Moderate,2,6,Low
079493ad,2024-06-27 12:00:00,Downtown,Storm,Icy,Truck,Minor,2,1,Moderate
a6062653,2024-06-27 13:00:00,Residential Zone,Clear,Wet,Truck,Minor,2,9,Moderate
ae78cdb2,2024-06-27 14:00:00,Residential Zone,Snow,Wet,Car,Moderate,1,1,High
7fcf0f61,2024-06-27 15:00:00,Suburbs,Fog,Wet,Bus,Minor,2,4,Moderate
124618de,2024-06-27 16:00:00,Industrial Area,Clear,Dry,Truck,Fatal,2,7,Low
7be21c73,2024-06-27 17:00:00,Industrial Area,Fog,Under Construction,Bus,Severe,1,1,Moderate
f5d344ca,2024-06-27 18:00:00,Highway,Clear,Wet,Car,Minor,3,5,Low
124c3ee7,2024-06-27 19:00:00,Residential Zone,Snow,Wet,Bicycle,Minor,2,3,Low
896e64db,2024-06-27 20:00:00,Suburbs,Fog,Under Construction,Truck,Moderate,1,1,High
335ece3f,2024-06-27 21:00:00,Industrial Area,Clear,Icy,Truck,Minor,4,0,High
bf9c2d91,2024-06-27 22:00:00,Highway,Clear,Icy,Truck,Minor,4,2,Low
bc3d8162,2024-06-27 23:00:00,Residential Zone,Rain,Dry,Truck,Minor,3,4,Moderate
0cc3ecf5,2024-06-28 00:00:00,Suburbs,Snow,Under Construction,Bus,Fatal,1,6,High
61a5e2e8,2024-06-28 01:00:00,Residential Zone,Storm,Dry,Car,Severe,3,1,Moderate
df542a8c,2024-06-28 02:00:00,Suburbs,Fog,Icy,Bicycle,Severe,3,3,Moderate
74c30499,2024-06-28 03:00:00,Downtown,Clear,Dry,Motorcycle,Moderate,1,4,Low
f84b6629,2024-06-28 04:00:00,Downtown,Storm,Dry,Car,Severe,2,0,High
fbdfb995,2024-06-28 05:00:00,Residential Zone,Fog,Under Construction,Bus,Fatal,3,2,High
232d733d,2024-06-28 06:00:00,Industrial Area,Clear,Dry,Motorcycle,Fatal,1,8,Low
4ecd222d,2024-06-28 07:00:00,Residential Zone,Snow,Dry,Bicycle,Moderate,4,7,High
9c8bf5a9,2024-06-28 08:00:00,Residential Zone,Storm,Icy,Bus,Fatal,2,6,Low
74193bf6,2024-06-28 09:00:00,Residential Zone,Fog,Icy,Bicycle,Severe,3,6,Low
847906d5,2024-06-28 10:00:00,Suburbs,Fog,Icy,Bicycle,Minor,2,9,Moderate
deb5911c,2024-06-28 11:00:00,Residential Zone,Rain,Icy,Motorcycle,Moderate,4,6,Low
f905ea1c,2024-06-28 12:00:00,Suburbs,Snow,Wet,Motorcycle,Fatal,2,2,Low
3959b0ac,2024-06-28 13:00:00,Residential Zone,Storm,Wet,Car,Minor,1,4,Low
3092e856,2024-06-28 14:00:00,Residential Zone,Snow,Icy,Car,Moderate,1,6,Low
dba7133d,2024-06-28 15:00:00,Highway,Storm,Under Construction,Car,Moderate,2,7,Moderate
81ad7ffc,2024-06-28 16:00:00,Suburbs,Snow,Wet,Car,Minor,3,2,High
4f2ad1db,2024-06-28 17:00:00,Downtown,Fog,Under Construction,Bus,Minor,2,1,Low
1c8f27b4,2024-06-28 18:00:00,Highway,Clear,Icy,Truck,Severe,3,7,Low
14c134bd,2024-06-28 19:00:00,Highway,Rain,Under Construction,Car,Minor,3,3,High
fe0ecdcd,2024-06-28 20:00:00,Downtown,Snow,Wet,Bicycle,Minor,1,7,Moderate
ed04b63a,2024-06-28 21:00:00,Industrial Area,Snow,Wet,Motorcycle,Minor,2,6,Moderate
5c888d4b,2024-06-28 22:00:00,Suburbs,Clear,Dry,Motorcycle,Fatal,3,4,Moderate
43fd03ec,2024-06-28 23:00:00,Suburbs,Rain,Icy,Bicycle,Moderate,4,8,Low
ee1c97f1,2024-06-29 00:00:00,Highway,Storm,Dry,Truck,Fatal,3,6,Moderate
a637a0bf,2024-06-29 01:00:00,Highway,Storm,Under Construction,Bus,Severe,2,0,Moderate
1f320f47,2024-06-29 02:00:00,Industrial Area,Storm,Under Construction,Car,Minor,4,8,Moderate
5ad7d701,2024-06-29 03:00:00,Highway,Rain,Icy,Car,Fatal,3,8,High
9df4ef4d,2024-06-29 04:00:00,Industrial Area,Rain,Icy,Car,Fatal,2,3,Low
f5d8de94,2024-06-29 05:00:00,Industrial Area,Snow,Dry,Car,Severe,2,2,Moderate
d3a2f1e3,2024-06-29 06:00:00,Downtown,Snow,Wet,Bicycle,Severe,1,1,Moderate
1be91804,2024-06-29 07:00:00,Suburbs,Fog,Dry,Car,Fatal,3,2,High
1dbcae00,2024-06-29 08:00:00,Industrial Area,Storm,Under Construction,Car,Moderate,4,9,Moderate
b1d3f432,2024-06-29 09:00:00,Highway,Fog,Icy,Car,Fatal,2,3,Moderate
bf311bc1,2024-06-29 10:00:00,Highway,Storm,Under Construction,Bicycle,Moderate,2,4,Moderate
f93a10c2,2024-06-29 11:00:00,Highway,Rain,Dry,Bicycle,Fatal,1,6,Moderate
9390de2c,2024-06-29 12:00:00,Suburbs,Fog,Wet,Truck,Moderate,3,9,High
d26ba303,2024-06-29 13:00:00,Residential Zone,Clear,Under Construction,Truck,Fatal,1,3,Low
bfc9b9f4,2024-06-29 14:00:00,Highway,Clear,Wet,Truck,Severe,3,2,Low
7f73943c,2024-06-29 15:00:00,Industrial Area,Fog,Wet,Motorcycle,Severe,4,2,Moderate
ad46c620,2024-06-29 16:00:00,Residential Zone,Storm,Icy,Bus,Moderate,3,6,Low
db1318a8,2024-06-29 17:00:00,Highway,Storm,Dry,Truck,Minor,2,4,Low
0148b5c0,2024-06-29 18:00:00,Suburbs,Rain,Wet,Bus,Moderate,4,1,High
70964cbc,2024-06-29 19:00:00,Industrial Area,Snow,Icy,Bus,Fatal,2,9,Moderate
186ebab2,2024-06-29 20:00:00,Residential Zone,Storm,Wet,Motorcycle,Fatal,3,6,Low
e78c9d19,2024-06-29 21:00:00,Suburbs,Clear,Icy,Car,Moderate,3,8,High
2a988bb9,2024-06-29 22:00:00,Downtown,Fog,Under Construction,Car,Fatal,3,3,High
a1e81f23,2024-06-29 23:00:00,Highway,Fog,Dry,Bus,Fatal,2,4,Moderate
3876c748,2024-06-30 00:00:00,Residential Zone,Clear,Under Construction,Car,Moderate,1,9,High
ed118227,2024-06-30 01:00:00,Highway,Rain,Under Construction,Bus,Severe,4,9,High
93228754,2024-06-30 02:00:00,Highway,Storm,Wet,Bicycle,Minor,2,4,Moderate
63d4fa3c,2024-06-30 03:00:00,Highway,Rain,Wet,Bus,Minor,2,2,Moderate
0e1c9569,2024-06-30 04:00:00,Downtown,Rain,Wet,Bicycle,Minor,2,5,Low
97e435cb,2024-06-30 05:00:00,Residential Zone,Clear,Wet,Bicycle,Minor,1,4,Moderate
d6e4853d,2024-06-30 06:00:00,Industrial Area,Snow,Icy,Truck,Moderate,3,9,Moderate
2df5906b,2024-06-30 07:00:00,Residential Zone,Clear,Wet,Car,Minor,4,3,High
2af1a26b,2024-06-30 08:00:00,Industrial Area,Fog,Under Construction,Bus,Fatal,4,1,Low
8cc57fb1,2024-06-30 09:00:00,Downtown,Storm,Icy,Bus,Moderate,1,8,High
2859e3d0,2024-06-30 10:00:00,Suburbs,Storm,Wet,Bus,Severe,1,7,Moderate
c30f3fb3,2024-06-30 11:00:00,Suburbs,Snow,Wet,Car,Fatal,1,8,Low
b7c3c958,2024-06-30 12:00:00,Suburbs,Fog,Dry,Car,Moderate,1,4,High
ceb35f1b,2024-06-30 13:00:00,Residential Zone,Fog,Wet,Motorcycle,Moderate,3,1,Low
d8817dc1,2024-06-30 14:00:00,Suburbs,Rain,Wet,Bicycle,Minor,2,1,Moderate
2edfcaf7,2024-06-30 15:00:00,Residential Zone,Fog,Under Construction,Motorcycle,Moderate,2,2,High
1d0e25a2,2024-06-30 16:00:00,Highway,Storm,Dry,Car,Fatal,2,5,Moderate
d6a134de,2024-06-30 17:00:00,Downtown,Clear,Wet,Motorcycle,Moderate,1,6,Moderate
2896918e,2024-06-30 18:00:00,Residential Zone,Snow,Wet,Truck,Minor,2,2,Moderate
875615ba,2024-06-30 19:00:00,Industrial Area,Rain,Under Construction,Bicycle,Severe,2,7,High
1f7f4b54,2024-06-30 20:00:00,Residential Zone,Rain,Under Construction,Bus,Severe,4,2,High
a0c10368,2024-06-30 21:00:00,Highway,Fog,Dry,Bus,Minor,4,1,High
8981a340,2024-06-30 22:00:00,Residential Zone,Clear,Icy,Car,Fatal,3,0,Low
cad63873,2024-06-30 23:00:00,Industrial Area,Snow,Dry,Bicycle,Fatal,4,1,Moderate
1dd57c30,2024-07-01 00:00:00,Industrial Area,Storm,Under Construction,Car,Fatal,4,2,High
56ef4d92,2024-07-01 01:00:00,Downtown,Fog,Under Construction,Bicycle,Severe,2,2,Low
867eb857,2024-07-01 02:00:00,Industrial Area,Rain,Icy,Car,Minor,2,4,Moderate
532dfefa,2024-07-01 03:00:00,Downtown,Fog,Under Construction,Bus,Moderate,2,0,Moderate
a9e8e0ae,2024-07-01 04:00:00,Suburbs,Rain,Dry,Motorcycle,Minor,2,4,Low
f0cbf4cc,2024-07-01 05:00:00,Highway,Storm,Icy,Bicycle,Fatal,3,7,Low
1e8e04c4,2024-07-01 06:00:00,Highway,Clear,Wet,Truck,Fatal,2,1,Low
bc53c8e6,2024-07-01 07:00:00,Highway,Storm,Dry,Motorcycle,Moderate,1,7,Low
46330d04,2024-07-01 08:00:00,Highway,Snow,Dry,Truck,Fatal,4,4,High
f0b47c4e,2024-07-01 09:00:00,Industrial Area,Clear,Wet,Bus,Minor,3,4,High
4cb89580,2024-07-01 10:00:00,Highway,Clear,Under Construction,Bicycle,Moderate,4,5,High
ea309c51,2024-07-01 11:00:00,Highway,Rain,Dry,Bicycle,Fatal,3,7,Low
9d07323f,2024-07-01 12:00:00,Residential Zone,Fog,Icy,Bus,Moderate,3,9,Moderate
ae368c83,2024-07-01 13:00:00,Suburbs,Storm,Dry,Bus,Fatal,3,4,Low
6ff8d8a1,2024-07-01 14:00:00,Highway,Rain,Dry,Truck,Fatal,1,3,Moderate
2577c5e4,2024-07-01 15:00:00,Residential Zone,Storm,Under Construction,Truck,Fatal,3,2,Low
e32d6dfe,2024-07-01 16:00:00,Suburbs,Clear,Under Construction,Motorcycle,Moderate,2,8,Moderate
de3ee2ed,2024-07-01 17:00:00,Suburbs,Rain,Dry,Truck,Moderate,2,4,High
d494999a,2024-07-01 18:00:00,Industrial Area,Storm,Wet,Truck,Severe,4,1,Moderate
17d9dc8e,2024-07-01 19:00:00,Residential Zone,Rain,Icy,Motorcycle,Severe,4,9,High
5d1a6840,2024-07-01 20:00:00,Industrial Area,Fog,Under Construction,Bicycle,Fatal,4,0,Moderate
bbb71ee4,2024-07-01 21:00:00,Industrial Area,Snow,Under Construction,Bicycle,Minor,3,4,Moderate
966cf9c2,2024-07-01 22:00:00,Residential Zone,Rain,Under Construction,Motorcycle,Severe,2,4,Moderate
57af75b3,2024-07-01 23:00:00,Residential Zone,Rain,Under Construction,Car,Moderate,2,0,Moderate
69ae8eac,2024-07-02 00:00:00,Industrial Area,Clear,Icy,Car,Minor,4,9,High
c0843b7f,2024-07-02 01:00:00,Residential Zone,Snow,Dry,Motorcycle,Minor,4,6,High
7550601d,2024-07-02 02:00:00,Downtown,Clear,Dry,Truck,Fatal,3,9,Moderate
0f46ea1f,2024-07-02 03:00:00,Industrial Area,Clear,Dry,Bus,Severe,2,9,Low
a25171ed,2024-07-02 04:00:00,Residential Zone,Clear,Under Construction,Car,Fatal,2,3,Moderate
a5d5d7c8,2024-07-02 05:00:00,Residential Zone,Clear,Icy,Car,Severe,3,9,High
a7342797,2024-07-02 06:00:00,Residential Zone,Clear,Icy,Bus,Moderate,2,2,High
d78ab1f0,2024-07-02 07:00:00,Downtown,Clear,Dry,Motorcycle,Moderate,4,6,Moderate
84e46a10,2024-07-02 08:00:00,Residential Zone,Clear,Dry,Car,Fatal,3,7,Moderate
e6fcee37,2024-07-02 09:00:00,Residential Zone,Rain,Wet,Motorcycle,Minor,3,1,High
a6016b34,2024-07-02 10:00:00,Suburbs,Fog,Wet,Motorcycle,Minor,3,5,Moderate
5ecc769f,2024-07-02 11:00:00,Suburbs,Snow,Wet,Bus,Minor,2,2,Moderate
cb0fddff,2024-07-02 12:00:00,Highway,Snow,Dry,Bicycle,Moderate,3,1,High
f45bf89a,2024-07-02 13:00:00,Industrial Area,Fog,Icy,Bus,Fatal,1,7,Low
a504d1f0,2024-07-02 14:00:00,Suburbs,Snow,Icy,Bicycle,Fatal,2,3,Low
206eb626,2024-07-02 15:00:00,Highway,Clear,Wet,Truck,Severe,3,6,High
6c56c6f1,2024-07-02 16:00:00,Residential Zone,Storm,Under Construction,Bus,Moderate,2,3,High
8885be7d,2024-07-02 17:00:00,Downtown,Snow,Under Construction,Motorcycle,Severe,2,0,Low
a968fc9e,2024-07-02 18:00:00,Suburbs,Storm,Wet,Car,Minor,2,0,Moderate
49beda2b,2024-07-02 19:00:00,Highway,Clear,Icy,Car,Fatal,2,6,Moderate
